"cityName"	"currentConfirmedCount"	"confirmedCount"	"suspectedCount"	"curedCount"	"deadCount"	"locationId"
"琼中"	"0"	"1"	"0"	"1"	"0"	"469030"
"吉林市"	"0"	"60"	"12"	"59"	"1"	"220200"
"长春"	"0"	"49"	"1"	"49"	"0"	"220100"
"四平市"	"0"	"17"	"0"	"16"	"1"	"220300"
"辽源"	"0"	"7"	"0"	"7"	"0"	"220400"
"延边"	"0"	"7"	"1"	"7"	"0"	"222400"
"公主岭"	"0"	"6"	"0"	"6"	"0"	"220381"
"通化"	"0"	"6"	"0"	"6"	"0"	"220500"
"松原"	"0"	"2"	"0"	"2"	"0"	"220700"
"梅河口"	"0"	"2"	"0"	"2"	"0"	"220581"
"白城"	"0"	"1"	"0"	"1"	"0"	"220800"
"贵阳"	"0"	"36"	"0"	"35"	"1"	"520100"
"遵义"	"0"	"32"	"0"	"32"	"0"	"520300"
"毕节"	"0"	"23"	"0"	"23"	"0"	"520500"
"黔南州"	"0"	"17"	"0"	"17"	"0"	"522700"
"六盘水"	"0"	"10"	"0"	"9"	"1"	"520200"
"铜仁"	"0"	"10"	"0"	"10"	"0"	"520600"
"黔东南州"	"0"	"10"	"0"	"10"	"0"	"522600"
"安顺"	"0"	"4"	"0"	"4"	"0"	"520400"
"黔西南州"	"0"	"4"	"0"	"4"	"0"	"522300"
"境外输入"	"0"	"1"	"0"	"1"	"0"	"0"
"银川"	"0"	"36"	"0"	"36"	"0"	"640100"
"吴忠"	"0"	"28"	"0"	"28"	"0"	"640300"
"固原"	"0"	"5"	"0"	"5"	"0"	"640400"
"中卫"	"0"	"4"	"0"	"4"	"0"	"640500"
"宁东"	"0"	"1"	"0"	"1"	"0"	"0"
"石嘴山"	"0"	"1"	"0"	"1"	"0"	"640200"
"西宁"	"0"	"15"	"0"	"15"	"0"	"630100"
"海北州"	"0"	"3"	"0"	"3"	"0"	"632200"
"拉萨"	"0"	"1"	"0"	"1"	"0"	"540100"
"境外输入"	"100"	"1112"	"4"	"1012"	"0"	"0"
"浦东新区"	"2"	"68"	"0"	"65"	"1"	"310115"
"外地来沪"	"0"	"113"	"0"	"112"	"1"	"0"
"宝山区"	"0"	"22"	"0"	"21"	"1"	"310113"
"闵行区"	"0"	"19"	"0"	"19"	"0"	"310112"
"徐汇区"	"0"	"18"	"0"	"17"	"1"	"310104"
"静安区"	"0"	"16"	"0"	"15"	"1"	"310106"
"松江区"	"0"	"14"	"0"	"14"	"0"	"310117"
"长宁区"	"0"	"13"	"0"	"13"	"0"	"310105"
"普陀区"	"0"	"11"	"0"	"11"	"0"	"310107"
"杨浦区"	"0"	"9"	"0"	"9"	"0"	"310110"
"嘉定区"	"0"	"9"	"0"	"7"	"2"	"310114"
"奉贤区"	"0"	"9"	"0"	"9"	"0"	"310120"
"虹口区"	"0"	"7"	"0"	"7"	"0"	"310109"
"黄浦区"	"0"	"6"	"0"	"6"	"0"	"310101"
"青浦区"	"0"	"6"	"0"	"6"	"0"	"310118"
"金山区"	"0"	"4"	"0"	"4"	"0"	"310116"
"崇明区"	"0"	"4"	"0"	"4"	"0"	"310151"
"境外来沪"	"0"	"1"	"0"	"1"	"0"	"0"
"广州"	"35"	"906"	"9"	"870"	"1"	"440100"
"深圳"	"7"	"479"	"1"	"469"	"3"	"440300"
"珠海"	"1"	"112"	"1"	"110"	"1"	"440400"
"佛山"	"1"	"103"	"1"	"102"	"0"	"440600"
"阳江"	"1"	"16"	"0"	"15"	"0"	"441700"
"东莞"	"0"	"101"	"0"	"100"	"1"	"441900"
"中山"	"0"	"69"	"0"	"69"	"0"	"442000"
"惠州"	"0"	"63"	"0"	"63"	"0"	"441300"
"湛江"	"0"	"30"	"2"	"30"	"0"	"440800"
"汕头"	"0"	"26"	"0"	"26"	"0"	"440500"
"江门"	"0"	"24"	"0"	"24"	"0"	"440700"
"肇庆"	"0"	"20"	"0"	"19"	"1"	"441200"
"梅州"	"0"	"17"	"0"	"17"	"0"	"441400"
"茂名"	"0"	"17"	"0"	"17"	"0"	"440900"
"清远"	"0"	"12"	"0"	"12"	"0"	"441800"
"揭阳"	"0"	"11"	"0"	"11"	"0"	"445200"
"韶关"	"0"	"10"	"0"	"9"	"1"	"440200"
"潮州"	"0"	"7"	"0"	"7"	"0"	"445100"
"汕尾"	"0"	"6"	"0"	"6"	"0"	"441500"
"河源"	"0"	"5"	"0"	"5"	"0"	"441600"
"待明确地区"	"-3"	"0"	"0"	"3"	"0"	"0"
"成都"	"39"	"446"	"13"	"404"	"3"	"510100"
"甘孜州"	"0"	"78"	"0"	"78"	"0"	"513300"
"达州"	"0"	"42"	"0"	"42"	"0"	"511700"
"南充"	"0"	"39"	"0"	"39"	"0"	"511300"
"广安"	"0"	"30"	"0"	"30"	"0"	"511600"
"泸州"	"0"	"24"	"0"	"24"	"0"	"510500"
"巴中"	"0"	"24"	"0"	"24"	"0"	"511900"
"绵阳"	"0"	"22"	"0"	"22"	"0"	"510700"
"内江"	"0"	"22"	"0"	"22"	"0"	"511000"
"德阳"	"0"	"18"	"0"	"18"	"0"	"510600"
"遂宁"	"0"	"17"	"0"	"17"	"0"	"510900"
"攀枝花"	"0"	"16"	"0"	"16"	"0"	"510400"
"凉山州"	"0"	"14"	"1"	"14"	"0"	"513400"
"宜宾"	"0"	"12"	"0"	"12"	"0"	"511500"
"自贡"	"0"	"9"	"0"	"9"	"0"	"510300"
"眉山"	"0"	"8"	"0"	"8"	"0"	"511400"
"雅安"	"0"	"8"	"0"	"8"	"0"	"511800"
"广元"	"0"	"6"	"0"	"6"	"0"	"510800"
"资阳"	"0"	"4"	"0"	"4"	"0"	"512000"
"乐山"	"0"	"3"	"0"	"3"	"0"	"511100"
"阿坝州"	"0"	"1"	"0"	"1"	"0"	"513200"
"境外输入人员"	"24"	"211"	"1"	"187"	"0"	"0"
"福州"	"0"	"72"	"0"	"71"	"1"	"350100"
"莆田"	"0"	"56"	"0"	"56"	"0"	"350300"
"泉州"	"0"	"47"	"0"	"47"	"0"	"350500"
"厦门"	"0"	"35"	"0"	"35"	"0"	"350200"
"宁德"	"0"	"26"	"0"	"26"	"0"	"350900"
"漳州"	"0"	"20"	"0"	"20"	"0"	"350600"
"南平"	"0"	"20"	"0"	"20"	"0"	"350700"
"三明"	"0"	"14"	"0"	"14"	"0"	"350400"
"龙岩"	"0"	"6"	"0"	"6"	"0"	"350800"
"境外输入人员"	"15"	"247"	"34"	"232"	"0"	"0"
"呼伦贝尔"	"5"	"37"	"0"	"32"	"0"	"150700"
"鄂尔多斯"	"0"	"11"	"0"	"11"	"0"	"150600"
"包头"	"0"	"11"	"0"	"11"	"0"	"150200"
"赤峰"	"0"	"9"	"0"	"9"	"0"	"150400"
"锡林郭勒盟"	"0"	"9"	"0"	"9"	"0"	"152500"
"巴彦淖尔"	"0"	"8"	"0"	"7"	"1"	"150800"
"呼和浩特"	"0"	"7"	"0"	"7"	"0"	"150100"
"通辽"	"0"	"7"	"0"	"7"	"0"	"150500"
"乌兰察布"	"0"	"3"	"0"	"3"	"0"	"150900"
"乌海市"	"0"	"2"	"0"	"2"	"0"	"150300"
"兴安盟"	"0"	"1"	"0"	"1"	"0"	"152200"
"境外输入"	"16"	"259"	"0"	"243"	"0"	"0"
"西安"	"0"	"120"	"0"	"117"	"3"	"610100"
"安康"	"0"	"26"	"0"	"26"	"0"	"610900"
"汉中"	"0"	"26"	"0"	"26"	"0"	"610700"
"咸阳"	"0"	"17"	"0"	"17"	"0"	"610400"
"渭南"	"0"	"15"	"0"	"15"	"0"	"610500"
"宝鸡"	"0"	"13"	"0"	"13"	"0"	"610300"
"延安"	"0"	"8"	"0"	"8"	"0"	"610600"
"铜川"	"0"	"8"	"0"	"8"	"0"	"610200"
"商洛"	"0"	"7"	"0"	"7"	"0"	"611000"
"榆林"	"0"	"3"	"0"	"3"	"0"	"610800"
"韩城"	"0"	"1"	"0"	"1"	"0"	"610581"
"杨凌"	"0"	"1"	"0"	"1"	"0"	"0"
"境外输入"	"14"	"53"	"0"	"39"	"0"	"0"
"昆明"	"0"	"53"	"0"	"53"	"0"	"530100"
"昭通"	"0"	"25"	"0"	"25"	"0"	"530600"
"西双版纳"	"0"	"15"	"0"	"14"	"1"	"532800"
"玉溪"	"0"	"14"	"0"	"13"	"1"	"530400"
"曲靖"	"0"	"13"	"0"	"13"	"0"	"530300"
"大理州"	"0"	"13"	"0"	"13"	"0"	"0"
"红河州"	"0"	"9"	"0"	"9"	"0"	"0"
"保山"	"0"	"9"	"0"	"9"	"0"	"530500"
"丽江"	"0"	"7"	"0"	"7"	"0"	"530700"
"德宏州"	"0"	"5"	"0"	"5"	"0"	"0"
"普洱"	"0"	"4"	"0"	"4"	"0"	"530800"
"楚雄州"	"0"	"4"	"0"	"4"	"0"	"0"
"文山州"	"0"	"2"	"0"	"2"	"0"	"0"
"临沧"	"0"	"1"	"0"	"1"	"0"	"530900"
"境外输入"	"13"	"84"	"14"	"71"	"0"	"0"
"济宁"	"0"	"260"	"0"	"260"	"0"	"370800"
"青岛"	"0"	"79"	"0"	"78"	"1"	"370200"
"临沂"	"0"	"49"	"0"	"49"	"0"	"371300"
"济南"	"0"	"47"	"0"	"47"	"0"	"370100"
"烟台"	"0"	"47"	"0"	"47"	"0"	"370600"
"潍坊"	"0"	"44"	"0"	"44"	"0"	"370700"
"威海"	"0"	"38"	"0"	"37"	"1"	"371000"
"聊城"	"0"	"38"	"0"	"38"	"0"	"371500"
"德州"	"0"	"37"	"0"	"35"	"2"	"371400"
"泰安"	"0"	"35"	"0"	"33"	"2"	"370900"
"淄博"	"0"	"30"	"0"	"29"	"1"	"370300"
"枣庄"	"0"	"24"	"0"	"24"	"0"	"370400"
"菏泽"	"0"	"18"	"0"	"18"	"0"	"371700"
"日照"	"0"	"16"	"0"	"16"	"0"	"371100"
"滨州"	"0"	"15"	"0"	"15"	"0"	"371600"
"丰台区"	"266"	"273"	"0"	"7"	"0"	"110106"
"大兴区"	"88"	"104"	"0"	"16"	"0"	"110115"
"海淀区"	"82"	"82"	"0"	"0"	"0"	"110108"
"朝阳区"	"77"	"77"	"0"	"0"	"0"	"110105"
"西城区"	"59"	"59"	"0"	"0"	"0"	"110102"
"外地来京"	"24"	"26"	"0"	"2"	"0"	"0"
"昌平区"	"20"	"30"	"0"	"10"	"0"	"110114"
"通州区"	"19"	"20"	"0"	"1"	"0"	"110112"
"东城区"	"18"	"19"	"0"	"1"	"0"	"110101"
"境外输入"	"17"	"202"	"3"	"185"	"0"	"0"
"房山区"	"17"	"20"	"0"	"3"	"0"	"110111"
"怀柔区"	"7"	"7"	"0"	"0"	"0"	"110116"
"密云区"	"7"	"7"	"0"	"0"	"0"	"110118"
"石景山区"	"6"	"15"	"0"	"9"	"0"	"110107"
"门头沟区"	"3"	"5"	"0"	"2"	"0"	"110109"
"延庆区"	"1"	"1"	"0"	"0"	"0"	"110119"
"顺义区"	"0"	"10"	"0"	"10"	"0"	"110113"
"待明确地区"	"-699"	"4"	"0"	"694"	"9"	"0"
"牡丹江"	"11"	"36"	"0"	"25"	"0"	"231000"
"境外输入"	"1"	"389"	"386"	"388"	"0"	"0"
"哈尔滨"	"0"	"264"	"8"	"260"	"4"	"230100"
"双鸭山"	"0"	"52"	"0"	"49"	"3"	"230500"
"绥化"	"0"	"47"	"0"	"43"	"4"	"231200"
"鸡西"	"0"	"46"	"0"	"46"	"0"	"230300"
"齐齐哈尔"	"0"	"43"	"0"	"42"	"1"	"230200"
"大庆"	"0"	"27"	"0"	"26"	"1"	"230600"
"七台河"	"0"	"17"	"0"	"17"	"0"	"230900"
"佳木斯"	"0"	"15"	"0"	"15"	"0"	"230800"
"黑河"	"0"	"14"	"0"	"14"	"0"	"231100"
"鹤岗"	"0"	"5"	"0"	"5"	"0"	"230400"
"大兴安岭"	"0"	"3"	"0"	"3"	"0"	"232700"
"待明确"	"0"	"2"	"0"	"2"	"0"	"0"
"伊春"	"0"	"1"	"0"	"1"	"0"	"230700"
"境外输入"	"8"	"80"	"2"	"72"	"0"	"0"
"温州"	"0"	"504"	"0"	"503"	"1"	"330300"
"杭州"	"0"	"181"	"0"	"181"	"0"	"330100"
"宁波"	"0"	"157"	"0"	"157"	"0"	"330200"
"台州"	"0"	"147"	"0"	"147"	"0"	"331000"
"金华"	"0"	"55"	"0"	"55"	"0"	"330700"
"嘉兴"	"0"	"46"	"0"	"46"	"0"	"330400"
"绍兴"	"0"	"42"	"0"	"42"	"0"	"330600"
"省十里丰监狱"	"0"	"36"	"0"	"36"	"0"	"0"
"丽水"	"0"	"17"	"0"	"17"	"0"	"331100"
"衢州"	"0"	"14"	"0"	"14"	"0"	"330800"
"湖州"	"0"	"10"	"0"	"10"	"0"	"330500"
"舟山"	"0"	"10"	"0"	"10"	"0"	"330900"
"境外输入"	"5"	"24"	"0"	"19"	"0"	"0"
"信阳"	"0"	"274"	"0"	"272"	"2"	"411500"
"郑州"	"0"	"157"	"0"	"152"	"5"	"410100"
"南阳"	"0"	"156"	"0"	"153"	"3"	"411300"
"驻马店"	"0"	"139"	"0"	"139"	"0"	"411700"
"商丘"	"0"	"91"	"0"	"88"	"3"	"411400"
"周口"	"0"	"76"	"0"	"75"	"1"	"411600"
"平顶山"	"0"	"58"	"0"	"57"	"1"	"410400"
"新乡"	"0"	"57"	"0"	"54"	"3"	"410700"
"安阳"	"0"	"53"	"0"	"53"	"0"	"410500"
"许昌"	"0"	"39"	"0"	"38"	"1"	"411000"
"漯河"	"0"	"36"	"0"	"36"	"0"	"411100"
"焦作"	"0"	"32"	"0"	"31"	"1"	"410800"
"洛阳"	"0"	"31"	"0"	"30"	"1"	"410300"
"开封"	"0"	"26"	"0"	"26"	"0"	"410200"
"鹤壁"	"0"	"19"	"0"	"19"	"0"	"410600"
"濮阳"	"0"	"17"	"0"	"17"	"0"	"410900"
"三门峡"	"0"	"7"	"0"	"6"	"1"	"411200"
"济源"	"0"	"5"	"0"	"5"	"0"	"419001"
"境外输入"	"5"	"53"	"0"	"48"	"0"	"0"
"南京"	"0"	"93"	"0"	"93"	"0"	"320100"
"苏州"	"0"	"87"	"0"	"87"	"0"	"320500"
"徐州"	"0"	"79"	"0"	"79"	"0"	"320300"
"淮安"	"0"	"66"	"0"	"66"	"0"	"320800"
"无锡"	"0"	"55"	"0"	"55"	"0"	"320200"
"常州"	"0"	"51"	"0"	"51"	"0"	"320400"
"连云港"	"0"	"48"	"0"	"48"	"0"	"320700"
"南通"	"0"	"40"	"0"	"40"	"0"	"320600"
"泰州"	"0"	"37"	"0"	"37"	"0"	"321200"
"盐城"	"0"	"27"	"0"	"27"	"0"	"320900"
"扬州"	"0"	"23"	"0"	"23"	"0"	"321000"
"宿迁"	"0"	"13"	"0"	"13"	"0"	"321300"
"镇江"	"0"	"12"	"0"	"12"	"0"	"321100"
"大连"	"5"	"115"	"0"	"110"	"0"	"210200"
"境外输入"	"0"	"65"	"0"	"65"	"0"	"0"
"沈阳"	"0"	"34"	"0"	"34"	"0"	"210100"
"锦州"	"0"	"12"	"0"	"12"	"0"	"210700"
"葫芦岛"	"0"	"12"	"0"	"11"	"1"	"211400"
"丹东"	"0"	"11"	"0"	"11"	"0"	"210600"
"盘锦"	"0"	"11"	"0"	"11"	"0"	"211100"
"阜新"	"0"	"8"	"0"	"8"	"0"	"210900"
"铁岭"	"0"	"8"	"0"	"8"	"0"	"211200"
"朝阳"	"0"	"6"	"0"	"5"	"1"	"211300"
"鞍山"	"0"	"4"	"0"	"4"	"0"	"210300"
"本溪"	"0"	"3"	"0"	"3"	"0"	"210500"
"辽阳"	"0"	"3"	"0"	"3"	"0"	"211000"
"营口"	"0"	"1"	"0"	"1"	"0"	"210800"
"抚顺"	"0"	"1"	"0"	"1"	"0"	"210400"
"境外输入"	"3"	"157"	"0"	"154"	"0"	"0"
"滨海新区"	"1"	"13"	"0"	"12"	"0"	"120116"
"宝坻区"	"0"	"60"	"0"	"58"	"2"	"120115"
"河东区"	"0"	"15"	"0"	"14"	"1"	"120102"
"河北区"	"0"	"12"	"0"	"12"	"0"	"120105"
"北辰区"	"0"	"7"	"0"	"7"	"0"	"120113"
"南开区"	"0"	"6"	"0"	"6"	"0"	"120104"
"和平区"	"0"	"6"	"0"	"6"	"0"	"120101"
"外地来津"	"0"	"6"	"0"	"6"	"0"	"-1"
"东丽区"	"0"	"4"	"0"	"4"	"0"	"120110"
"宁河区"	"0"	"4"	"0"	"4"	"0"	"120117"
"河西区"	"0"	"4"	"0"	"4"	"0"	"120103"
"西青区"	"0"	"4"	"0"	"4"	"0"	"120111"
"武清区"	"0"	"2"	"0"	"2"	"0"	"120114"
"红桥区"	"0"	"2"	"0"	"2"	"0"	"120106"
"津南区"	"0"	"2"	"0"	"2"	"0"	"120112"
"境外输入"	"4"	"90"	"64"	"86"	"0"	"0"
"晋中"	"0"	"37"	"0"	"37"	"0"	"140700"
"太原"	"0"	"21"	"0"	"21"	"0"	"140100"
"运城"	"0"	"19"	"0"	"19"	"0"	"140800"
"大同"	"0"	"12"	"0"	"12"	"0"	"140200"
"晋城"	"0"	"10"	"0"	"10"	"0"	"140500"
"长治"	"0"	"8"	"0"	"8"	"0"	"140400"
"朔州"	"0"	"8"	"0"	"8"	"0"	"140600"
"忻州"	"0"	"7"	"0"	"7"	"0"	"140900"
"吕梁"	"0"	"6"	"0"	"6"	"0"	"141100"
"阳泉"	"0"	"4"	"0"	"4"	"0"	"140300"
"临汾"	"0"	"2"	"0"	"2"	"0"	"141000"
"境外输入"	"1"	"12"	"0"	"11"	"0"	"0"
"南宁"	"0"	"55"	"0"	"55"	"0"	"450100"
"北海"	"0"	"44"	"0"	"43"	"1"	"450500"
"桂林"	"0"	"32"	"0"	"32"	"0"	"450300"
"河池"	"0"	"28"	"0"	"27"	"1"	"451200"
"柳州"	"0"	"24"	"0"	"24"	"0"	"450200"
"防城港"	"0"	"19"	"0"	"19"	"0"	"450600"
"玉林"	"0"	"11"	"0"	"11"	"0"	"450900"
"来宾"	"0"	"11"	"0"	"11"	"0"	"451300"
"钦州"	"0"	"8"	"0"	"8"	"0"	"450700"
"贵港"	"0"	"8"	"0"	"8"	"0"	"450800"
"梧州"	"0"	"5"	"0"	"5"	"0"	"450400"
"贺州"	"0"	"4"	"0"	"4"	"0"	"451100"
"百色"	"0"	"3"	"0"	"3"	"0"	"451000"
"武汉"	"0"	"50354"	"0"	"46485"	"3869"	"420100"
"孝感"	"0"	"3518"	"0"	"3389"	"129"	"420900"
"黄冈"	"0"	"2907"	"0"	"2782"	"125"	"421100"
"荆州"	"0"	"1580"	"0"	"1528"	"52"	"421000"
"鄂州"	"0"	"1394"	"0"	"1335"	"59"	"420700"
"随州"	"0"	"1307"	"0"	"1262"	"45"	"421300"
"襄阳"	"0"	"1175"	"0"	"1135"	"40"	"420600"
"黄石"	"0"	"1015"	"0"	"976"	"39"	"420200"
"宜昌"	"0"	"931"	"0"	"894"	"37"	"420500"
"荆门"	"0"	"928"	"0"	"887"	"41"	"420800"
"咸宁"	"0"	"836"	"0"	"821"	"15"	"421200"
"十堰"	"0"	"672"	"0"	"664"	"8"	"420300"
"仙桃"	"0"	"575"	"0"	"553"	"22"	"429004"
"天门"	"0"	"496"	"0"	"481"	"15"	"429006"
"恩施州"	"0"	"252"	"0"	"245"	"7"	"422800"
"潜江"	"0"	"198"	"0"	"189"	"9"	"429005"
"神农架林区"	"0"	"11"	"0"	"11"	"0"	"429021"
"长沙"	"0"	"242"	"0"	"240"	"2"	"430100"
"岳阳"	"0"	"156"	"0"	"155"	"1"	"430600"
"邵阳"	"0"	"102"	"0"	"101"	"1"	"430500"
"常德"	"0"	"82"	"0"	"82"	"0"	"430700"
"株洲"	"0"	"80"	"0"	"80"	"0"	"430200"
"娄底"	"0"	"76"	"0"	"76"	"0"	"431300"
"益阳"	"0"	"60"	"0"	"60"	"0"	"430900"
"衡阳"	"0"	"48"	"0"	"48"	"0"	"430400"
"永州"	"0"	"44"	"0"	"44"	"0"	"431100"
"怀化"	"0"	"40"	"0"	"40"	"0"	"431200"
"郴州"	"0"	"39"	"0"	"39"	"0"	"431000"
"湘潭"	"0"	"36"	"0"	"36"	"0"	"430300"
"湘西自治州"	"0"	"8"	"0"	"8"	"0"	"433100"
"张家界"	"0"	"5"	"0"	"5"	"0"	"430800"
"境外输入"	"0"	"2"	"0"	"2"	"0"	"0"
"合肥"	"0"	"174"	"0"	"173"	"1"	"340100"
"蚌埠"	"0"	"160"	"0"	"155"	"5"	"340300"
"阜阳"	"0"	"156"	"0"	"156"	"0"	"341200"
"亳州"	"0"	"108"	"0"	"108"	"0"	"341600"
"安庆"	"0"	"83"	"0"	"83"	"0"	"340800"
"六安"	"0"	"69"	"0"	"69"	"0"	"341500"
"宿州"	"0"	"41"	"0"	"41"	"0"	"341300"
"马鞍山"	"0"	"38"	"0"	"38"	"0"	"340500"
"芜湖"	"0"	"34"	"0"	"34"	"0"	"340200"
"铜陵"	"0"	"29"	"0"	"29"	"0"	"340700"
"淮北"	"0"	"28"	"0"	"28"	"0"	"340600"
"淮南"	"0"	"27"	"0"	"27"	"0"	"340400"
"池州"	"0"	"17"	"0"	"17"	"0"	"341700"
"滁州"	"0"	"13"	"0"	"13"	"0"	"341100"
"黄山"	"0"	"9"	"0"	"9"	"0"	"341000"
"宣城"	"0"	"6"	"0"	"6"	"0"	"341800"
"乌鲁木齐"	"0"	"845"	"0"	"845"	"0"	"650100"
"喀什地区"	"0"	"80"	"0"	"80"	"0"	"653100"
"伊犁州"	"0"	"18"	"0"	"18"	"0"	"654000"
"兵团第四师"	"0"	"10"	"0"	"9"	"1"	"0"
"昌吉州"	"0"	"5"	"0"	"5"	"0"	"0"
"兵团第八师石河子市"	"0"	"4"	"0"	"3"	"1"	"0"
"兵团第九师"	"0"	"4"	"0"	"3"	"1"	"0"
"吐鲁番市"	"0"	"3"	"0"	"3"	"0"	"650400"
"巴州"	"0"	"3"	"0"	"3"	"0"	"511902"
"兵团第十二师"	"0"	"3"	"0"	"3"	"0"	"0"
"兵团第六师五家渠市"	"0"	"2"	"0"	"2"	"0"	"0"
"兵团第七师"	"0"	"1"	"0"	"1"	"0"	"0"
"阿克苏地区"	"0"	"1"	"0"	"1"	"0"	"652900"
"待明确地区"	"0"	"1"	"0"	"1"	"0"	"0"
"南昌"	"0"	"230"	"0"	"230"	"0"	"360100"
"新余"	"0"	"129"	"0"	"129"	"0"	"360500"
"上饶"	"0"	"123"	"0"	"123"	"0"	"361100"
"九江"	"0"	"116"	"0"	"116"	"0"	"360400"
"宜春"	"0"	"106"	"0"	"106"	"0"	"360900"
"赣州"	"0"	"74"	"0"	"73"	"1"	"360700"
"抚州"	"0"	"72"	"0"	"72"	"0"	"361000"
"萍乡"	"0"	"33"	"0"	"33"	"0"	"360300"
"吉安"	"0"	"22"	"0"	"22"	"0"	"360800"
"鹰潭"	"0"	"18"	"0"	"18"	"0"	"360600"
"景德镇"	"0"	"6"	"0"	"6"	"0"	"360200"
"境外输入"	"0"	"5"	"0"	"5"	"0"	"0"
"赣江新区"	"0"	"1"	"0"	"1"	"0"	"0"
"万州区"	"0"	"118"	"0"	"114"	"4"	"500101"
"江北区"	"0"	"28"	"0"	"28"	"0"	"500105"
"云阳县"	"0"	"25"	"0"	"25"	"0"	"500235"
"合川区"	"0"	"23"	"0"	"23"	"0"	"500117"
"綦江区"	"0"	"23"	"0"	"23"	"0"	"500110"
"长寿区"	"0"	"22"	"0"	"22"	"0"	"500115"
"奉节县"	"0"	"22"	"0"	"22"	"0"	"500236"
"九龙坡区"	"0"	"21"	"0"	"20"	"1"	"500107"
"开州区"	"0"	"21"	"0"	"20"	"1"	"500154"
"忠县"	"0"	"21"	"0"	"21"	"0"	"500233"
"渝中区"	"0"	"20"	"0"	"20"	"0"	"500103"
"垫江县"	"0"	"20"	"0"	"20"	"0"	"500231"
"潼南区"	"0"	"18"	"0"	"18"	"0"	"500152"
"渝北区"	"0"	"17"	"0"	"17"	"0"	"500112"
"两江新区"	"0"	"17"	"0"	"17"	"0"	"-1"
"南岸区"	"0"	"15"	"0"	"15"	"0"	"500108"
"石柱县"	"0"	"15"	"0"	"15"	"0"	"500240"
"大足区"	"0"	"14"	"0"	"14"	"0"	"500111"
"巫溪县"	"0"	"14"	"0"	"14"	"0"	"500238"
"境外输入"	"0"	"14"	"0"	"14"	"0"	"0"
"铜梁区"	"0"	"10"	"0"	"10"	"0"	"500151"
"丰都县"	"0"	"10"	"0"	"10"	"0"	"500230"
"巫山县"	"0"	"10"	"0"	"10"	"0"	"500237"
"沙坪坝区"	"0"	"9"	"0"	"9"	"0"	"500106"
"璧山区"	"0"	"9"	"0"	"9"	"0"	"500120"
"荣昌区"	"0"	"9"	"0"	"9"	"0"	"500153"
"大渡口区"	"0"	"7"	"0"	"7"	"0"	"500104"
"巴南区"	"0"	"6"	"0"	"6"	"0"	"500113"
"涪陵区"	"0"	"5"	"0"	"5"	"0"	"500102"
"永川区"	"0"	"5"	"0"	"5"	"0"	"500118"
"江津区"	"0"	"4"	"0"	"4"	"0"	"500116"
"梁平区"	"0"	"4"	"0"	"4"	"0"	"500155"
"高新区"	"0"	"4"	"0"	"4"	"0"	"0"
"黔江区"	"0"	"2"	"0"	"2"	"0"	"500114"
"城口县"	"0"	"2"	"0"	"2"	"0"	"500229"
"彭水县"	"0"	"2"	"0"	"2"	"0"	"500243"
"武隆区"	"0"	"1"	"0"	"1"	"0"	"500156"
"秀山县"	"0"	"1"	"0"	"1"	"0"	"500241"
"酉阳县"	"0"	"1"	"0"	"1"	"0"	"0"
"万盛经开区"	"0"	"1"	"0"	"1"	"0"	"0"
"唐山"	"0"	"58"	"0"	"57"	"1"	"130200"
"沧州"	"0"	"49"	"0"	"46"	"3"	"130900"
"保定"	"0"	"48"	"0"	"48"	"0"	"130600"
"张家口"	"0"	"43"	"0"	"43"	"0"	"130700"
"境外输入"	"0"	"34"	"0"	"34"	"0"	"0"
"邯郸"	"0"	"32"	"0"	"32"	"0"	"130400"
"廊坊"	"0"	"32"	"0"	"32"	"0"	"131000"
"石家庄"	"0"	"29"	"0"	"29"	"0"	"130100"
"邢台"	"0"	"23"	"0"	"22"	"1"	"130500"
"秦皇岛"	"0"	"10"	"0"	"9"	"1"	"130300"
"衡水"	"0"	"8"	"0"	"8"	"0"	"131100"
"承德"	"0"	"7"	"0"	"7"	"0"	"130800"
"境外输入"	"0"	"90"	"0"	"90"	"0"	"0"
"兰州"	"0"	"36"	"0"	"34"	"2"	"620100"
"天水"	"0"	"12"	"0"	"12"	"0"	"620500"
"平凉"	"0"	"9"	"0"	"9"	"0"	"620800"
"定西"	"0"	"9"	"0"	"9"	"0"	"621100"
"甘南"	"0"	"8"	"0"	"8"	"0"	"623000"
"白银"	"0"	"4"	"0"	"4"	"0"	"620400"
"陇南"	"0"	"4"	"0"	"4"	"0"	"621200"
"庆阳"	"0"	"3"	"0"	"3"	"0"	"621000"
"临夏"	"0"	"3"	"0"	"3"	"0"	"622900"
"张掖"	"0"	"2"	"0"	"2"	"0"	"620700"
"金昌"	"0"	"1"	"0"	"1"	"0"	"620300"
"省级（湖北输入）"	"0"	"1"	"0"	"1"	"0"	"0"
"三亚"	"0"	"57"	"0"	"56"	"1"	"460200"
"海口"	"0"	"39"	"0"	"39"	"0"	"460100"
"儋州"	"0"	"15"	"0"	"14"	"1"	"460400"
"万宁"	"0"	"13"	"0"	"13"	"0"	"469006"
"澄迈"	"0"	"9"	"0"	"8"	"1"	"469023"
"昌江"	"0"	"7"	"0"	"7"	"0"	"469026"
"琼海"	"0"	"6"	"0"	"5"	"1"	"469002"
"临高"	"0"	"6"	"0"	"6"	"0"	"469024"
"陵水"	"0"	"4"	"0"	"4"	"0"	"469028"
